年份,学校名称,院系名称,专业代码,专业名称,总分,政治__管综,外语,业务课_一,业务课_二
2020,中国人民大学,公共管理学院,125200,(专业学位)公共管理,175,88,44,-,-
2020,中国人民大学,公共管理学院,125200,(专业学位)公共管理,175,88,44,-,-
2020,中国人民大学,公共管理学院,125200,(专业学位)公共管理,175,88,44,-,-
2020,同济大学,测绘与地理信息学院,70500,地理学,288,40,40,60,60
2020,清华大学,建筑学院,81300,建筑学,310,50,50,90,90
2020,清华大学,建筑学院,81300,建筑学,310,50,50,90,90
2020,同济大学,测绘与地理信息学院,70500,地理学,288,40,40,60,60
2020,同济大学,测绘与地理信息学院,70500,地理学,288,40,40,60,60
2020,清华大学,建筑学院,95100,(专业学位)农业,253,33,33,50,50
2020,清华大学,建筑学院,95100,(专业学位)农业,253,33,33,50,50
2020,清华大学,建筑学院,81300,建筑学,310,50,50,90,90
2020,清华大学,建筑学院,81300,建筑学,310,50,50,90,90
2020,南昌大学,艺术与设计学院,135100,(专业学位)艺术,347,38,38,57,57
2020,南昌大学,艺术与设计学院,135100,(专业学位)艺术,347,38,38,57,57
2020,南昌大学,艺术与设计学院,130400,美术学,347,38,38,57,57
2020,北京大学,法学院,35102,(专业学位)法律（法学）,325,46,46,69,69
2020,南昌大学,艺术与设计学院,130400,美术学,347,38,38,57,57
2020,北京大学,法学院,35101,(专业学位)法律（非法学）,325,46,46,69,69
2020,南昌大学,艺术与设计学院,130400,美术学,347,38,38,57,57
2020,北京大学,法学院,35101,(专业学位)法律（非法学）,325,46,46,69,69
2020,南昌大学,艺术与设计学院,130400,美术学,347,38,38,57,57
2020,北京大学,法学院,35102,(专业学位)法律（法学）,325,46,46,69,69
2020,北京大学,法学院,35102,(专业学位)法律（法学）,325,46,46,69,69
2020,北京大学,法学院,35101,(专业学位)法律（非法学）,325,46,46,69,69
2020,北京大学,法学院,35101,(专业学位)法律（非法学）,325,46,46,69,69
2020,北京大学,法学院,35102,(专业学位)法律（法学）,325,46,46,69,69
2020,北京大学,法学院,35101,(专业学位)法律（非法学）,325,46,46,69,69
2020,北京大学,外国语学院,55100,(专业学位)翻译,355,52,52,78,78
2020,北京大学,法学院,35102,(专业学位)法律（法学）,325,46,46,69,69
2020,北京大学,外国语学院,55100,(专业学位)翻译,355,52,52,78,78
2020,北京大学,外国语学院,45300,(专业学位)汉语国际教育,331,46,46,69,69
2020,北京大学,马克思主义学院,30500,马克思主义理论,327,46,46,91,91
2020,北京大学,外国语学院,45300,(专业学位)汉语国际教育,331,46,46,69,69
2020,北京大学,马克思主义学院,30500,马克思主义理论,327,46,46,91,91
2020,北京大学,马克思主义学院,30500,马克思主义理论,327,46,46,91,91
2020,北京大学,马克思主义学院,30500,马克思主义理论,327,46,46,91,91
2020,华北水利水电大学,信息工程学院,83500,软件工程,264,37,37,56,56
2020,北京大学,马克思主义学院,30500,马克思主义理论,327,46,46,91,91
2020,华北水利水电大学,信息工程学院,95100,(专业学位)农业,253,33,33,50,50
2020,北京理工大学,数学与统计学院,70100,数学,340,40,40,60,60
2020,华北水利水电大学,信息工程学院,83500,软件工程,264,37,37,56,56
2020,华北水利水电大学,信息工程学院,81200,计算机科学与技术,264,37,37,56,56
2020,华北水利水电大学,信息工程学院,83500,软件工程,264,37,37,56,56
2020,北京理工大学,数学与统计学院,70100,数学,340,40,40,60,60
2020,北京理工大学,数学与统计学院,70100,数学,340,40,40,60,60
2020,华北水利水电大学,管理与经济学院,125300,(专业学位)会计,193,88,44,-,-
2020,北京理工大学,数学与统计学院,70100,数学,340,40,40,60,60
2020,北京理工大学,数学与统计学院,70100,数学,340,40,40,60,60
2020,华北水利水电大学,管理与经济学院,125300,(专业学位)会计,193,88,44,-,-
2020,华北水利水电大学,管理与经济学院,125100,(专业学位)工商管理,175,88,44,-,-
2020,华北水利水电大学,管理与经济学院,125100,(专业学位)工商管理,175,88,44,-,-
2020,华北水利水电大学,管理与经济学院,125100,(专业学位)工商管理,175,88,44,-,-
2020,华北水利水电大学,管理与经济学院,125100,(专业学位)工商管理,175,88,44,-,-
2020,华北水利水电大学,管理与经济学院,125100,(专业学位)工商管理,175,88,44,-,-
2020,华北水利水电大学,管理与经济学院,125100,(专业学位)工商管理,175,88,44,-,-
2020,华北水利水电大学,管理与经济学院,125100,(专业学位)工商管理,175,88,44,-,-
2020,华北水利水电大学,管理与经济学院,120200,工商管理,345,49,49,74,74
2020,华北水利水电大学,管理与经济学院,125300,(专业学位)会计,193,88,44,-,-
2020,华北水利水电大学,管理与经济学院,125100,(专业学位)工商管理,175,88,44,-,-
2020,华北水利水电大学,管理与经济学院,120200,工商管理,345,49,49,74,74
2020,华北水利水电大学,管理与经济学院,120100,管理科学与工程,345,49,49,74,74
2020,华北水利水电大学,管理与经济学院,120200,工商管理,345,49,49,74,74
2020,华北水利水电大学,管理与经济学院,120100,管理科学与工程,345,49,49,74,74
2020,华北水利水电大学,管理与经济学院,120100,管理科学与工程,345,49,49,74,74
2020,华北水利水电大学,管理与经济学院,120100,管理科学与工程,345,49,49,74,74
2020,华北水利水电大学,管理与经济学院,120100,管理科学与工程,345,49,49,74,74
2020,华北水利水电大学,管理与经济学院,120100,管理科学与工程,345,49,49,74,74
2020,华北水利水电大学,管理与经济学院,20200,应用经济学,343,48,48,72,72
2020,华北水利水电大学,管理与经济学院,20200,应用经济学,343,48,48,72,72
2020,华北水利水电大学,管理与经济学院,120100,管理科学与工程,345,49,49,74,74
2020,华北水利水电大学,环境与市政工程学院,83000,环境科学与工程,264,37,37,56,56
2020,华北水利水电大学,管理与经济学院,20200,应用经济学,343,48,48,72,72
2020,华北水利水电大学,环境与市政工程学院,81400,土木工程,264,37,37,56,56
2020,华北水利水电大学,管理与经济学院,120100,管理科学与工程,345,49,49,74,74
2020,华北水利水电大学,环境与市政工程学院,81400,土木工程,264,37,37,56,56
2020,华北水利水电大学,电力学院,81100,控制科学与工程,264,37,37,56,56
2020,华北水利水电大学,电力学院,81100,控制科学与工程,264,37,37,56,56
2020,华北水利水电大学,电力学院,80700,动力工程及工程热物理,254,34,34,51,51
2020,华北水利水电大学,电力学院,82800,农业工程,254,34,34,51,51
2020,华北水利水电大学,电力学院,80800,电气工程,264,37,37,56,56
2020,华北水利水电大学,机械学院,80200,机械工程,264,37,37,56,56
2020,华北水利水电大学,机械学院,95100,(专业学位)农业,253,33,33,50,50
2020,华北水利水电大学,机械学院,80200,机械工程,264,37,37,56,56
2020,华北水利水电大学,电力学院,80700,动力工程及工程热物理,254,34,34,51,51
2020,华北水利水电大学,电力学院,80800,电气工程,264,37,37,56,56
2020,华北水利水电大学,电力学院,80800,电气工程,264,37,37,56,56
2020,华北水利水电大学,机械学院,80200,机械工程,264,37,37,56,56
2020,华北水利水电大学,电力学院,81500,水利工程,254,34,34,51,51
2020,华北水利水电大学,电力学院,81100,控制科学与工程,264,37,37,56,56
2020,华北水利水电大学,电力学院,80700,动力工程及工程热物理,254,34,34,51,51
2020,西安石油大学,地球科学与工程学院,81800,地质资源与地质工程,254,34,34,51,51
2020,西安石油大学,地球科学与工程学院,81800,地质资源与地质工程,254,34,34,51,51
2020,华北水利水电大学,土木与交通学院,80104,工程力学,254,34,34,51,51
2020,西安石油大学,地球科学与工程学院,81800,地质资源与地质工程,254,34,34,51,51
2020,华北水利水电大学,土木与交通学院,81400,土木工程,264,37,37,56,56
2020,华北水利水电大学,土木与交通学院,80104,工程力学,254,34,34,51,51
2020,华北水利水电大学,土木与交通学院,81400,土木工程,264,37,37,56,56
2020,华北水利水电大学,土木与交通学院,80104,工程力学,254,34,34,51,51
2020,西安石油大学,地球科学与工程学院,81800,地质资源与地质工程,254,34,34,51,51
2020,西安石油大学,地球科学与工程学院,81800,地质资源与地质工程,254,34,34,51,51
2020,华北水利水电大学,土木与交通学院,81400,土木工程,264,37,37,56,56
2020,华北水利水电大学,土木与交通学院,81400,土木工程,264,37,37,56,56
2020,西安石油大学,地球科学与工程学院,81800,地质资源与地质工程,254,34,34,51,51
2020,华北水利水电大学,机械学院,80200,机械工程,264,37,37,56,56
2020,华北水利水电大学,土木与交通学院,81400,土木工程,264,37,37,56,56
2020,华北水利水电大学,水利学院,125600,(专业学位)工程管理,175,88,44,-,-
2020,华北水利水电大学,水利学院,125600,(专业学位)工程管理,175,88,44,-,-
2020,华北水利水电大学,水利学院,125600,(专业学位)工程管理,175,88,44,-,-
2020,西安石油大学,地球科学与工程学院,81400,土木工程,264,37,37,56,56
2020,华北水利水电大学,水利学院,125600,(专业学位)工程管理,175,88,44,-,-
2020,华北水利水电大学,水利学院,87100,管理科学与工程,264,37,37,56,56
2020,西安石油大学,地球科学与工程学院,81800,地质资源与地质工程,254,34,34,51,51
2020,华北水利水电大学,水利学院,87100,管理科学与工程,264,37,37,56,56
2020,华北水利水电大学,水利学院,87100,管理科学与工程,264,37,37,56,56
2020,西安石油大学,地球科学与工程学院,81800,地质资源与地质工程,254,34,34,51,51
2020,西安石油大学,地球科学与工程学院,81400,土木工程,264,37,37,56,56
2020,华北水利水电大学,水利学院,125600,(专业学位)工程管理,175,88,44,-,-
2020,西安石油大学,地球科学与工程学院,81400,土木工程,264,37,37,56,56
2020,华北水利水电大学,水利学院,125600,(专业学位)工程管理,175,88,44,-,-
2020,华北水利水电大学,水利学院,87100,管理科学与工程,264,37,37,56,56
2020,华北水利水电大学,水利学院,81500,水利工程,254,34,34,51,51
2020,华北水利水电大学,水利学院,81500,水利工程,254,34,34,51,51
2020,华北水利水电大学,水利学院,81500,水利工程,254,34,34,51,51
2020,华北水利水电大学,水利学院,81500,水利工程,254,34,34,51,51
2020,华北水利水电大学,水利学院,82800,农业工程,254,34,34,51,51
2020,华北水利水电大学,水利学院,82800,农业工程,254,34,34,51,51
2020,华北水利水电大学,水利学院,87100,管理科学与工程,264,37,37,56,56
2020,华北水利水电大学,水利学院,82800,农业工程,254,34,34,51,51
2020,华北水利水电大学,水利学院,81500,水利工程,254,34,34,51,51
2020,华北水利水电大学,水利学院,81500,水利工程,254,34,34,51,51
2020,华北水利水电大学,水利学院,81500,水利工程,254,34,34,51,51
2020,华北水利水电大学,水利学院,87100,管理科学与工程,264,37,37,56,56
2020,华北水利水电大学,水利学院,81500,水利工程,254,34,34,51,51
2020,华北水利水电大学,水利学院,82800,农业工程,254,34,34,51,51
2020,华北水利水电大学,水利学院,81500,水利工程,254,34,34,51,51
2020,南京水利科学研究院,河流海岸研究所,81505,港口、海岸及近海工程,-,-,-,-,-
2020,南京水利科学研究院,河流海岸研究所,81505,港口、海岸及近海工程,-,-,-,-,-
2020,南京水利科学研究院,河流海岸研究所,81505,港口、海岸及近海工程,-,-,-,-,-
2020,南京水利科学研究院,岩土工程研究所,81405,防灾减灾工程及防护工程,-,-,-,-,-
2020,南京水利科学研究院,河流海岸研究所,81505,港口、海岸及近海工程,-,-,-,-,-
2020,南京水利科学研究院,材料结构研究所,80500,材料科学与工程,-,-,-,-,-
2020,南京水利科学研究院,岩土工程研究所,81401,岩土工程,-,-,-,-,-
2020,南京水利科学研究院,岩土工程研究所,81405,防灾减灾工程及防护工程,-,-,-,-,-
2020,南京水利科学研究院,岩土工程研究所,81401,岩土工程,-,-,-,-,-
2020,南京水利科学研究院,岩土工程研究所,81405,防灾减灾工程及防护工程,-,-,-,-,-
2020,南京水利科学研究院,河流海岸研究所,81505,港口、海岸及近海工程,-,-,-,-,-
2020,南京水利科学研究院,岩土工程研究所,81401,岩土工程,-,-,-,-,-
2020,南京水利科学研究院,岩土工程研究所,81405,防灾减灾工程及防护工程,-,-,-,-,-
2020,南京水利科学研究院,岩土工程研究所,81401,岩土工程,-,-,-,-,-
2020,南京水利科学研究院,河流海岸研究所,81505,港口、海岸及近海工程,-,-,-,-,-
2020,南京水利科学研究院,河流海岸研究所,81502,水力学及河流动力学,-,-,-,-,-
2020,南京水利科学研究院,河流海岸研究所,81502,水力学及河流动力学,-,-,-,-,-
2020,南京水利科学研究院,河流海岸研究所,81502,水力学及河流动力学,-,-,-,-,-
2020,南京水利科学研究院,水工水力学研究所,81504,水利水电工程,-,-,-,-,-
2020,南京水利科学研究院,水工水力学研究所,81504,水利水电工程,-,-,-,-,-
2020,南京水利科学研究院,河流海岸研究所,81505,港口、海岸及近海工程,-,-,-,-,-
2020,南京水利科学研究院,河流海岸研究所,81502,水力学及河流动力学,-,-,-,-,-
2020,南京水利科学研究院,河流海岸研究所,81502,水力学及河流动力学,-,-,-,-,-
2020,南京水利科学研究院,河流海岸研究所,81505,港口、海岸及近海工程,-,-,-,-,-
2020,南京水利科学研究院,水工水力学研究所,81504,水利水电工程,-,-,-,-,-
2020,南京水利科学研究院,水工水力学研究所,83002,环境工程,-,-,-,-,-
2020,南京水利科学研究院,河流海岸研究所,81502,水力学及河流动力学,-,-,-,-,-
2020,南京水利科学研究院,河流海岸研究所,81502,水力学及河流动力学,-,-,-,-,-
2020,南京水利科学研究院,河流海岸研究所,81502,水力学及河流动力学,-,-,-,-,-
2020,南京水利科学研究院,水工水力学研究所,83002,环境工程,-,-,-,-,-
2020,南京水利科学研究院,水工水力学研究所,81502,水力学及河流动力学,-,-,-,-,-
2020,南京水利科学研究院,水工水力学研究所,81504,水利水电工程,-,-,-,-,-
2020,南京水利科学研究院,水文水资源研究所,81501,水文学及水资源,-,-,-,-,-
2020,南京水利科学研究院,水工水力学研究所,81502,水力学及河流动力学,-,-,-,-,-
2020,中国人民解放军军事医学科学院,研究生部,95300,(专业学位)风景园林,-,-,-,-,-
2020,中国人民解放军军事医学科学院,研究生部,95300,(专业学位)风景园林,-,-,-,-,-
2020,南京水利科学研究院,水工水力学研究所,81403,市政工程,-,-,-,-,-
2020,南京水利科学研究院,水工水力学研究所,81502,水力学及河流动力学,-,-,-,-,-
2020,南京水利科学研究院,水工水力学研究所,81502,水力学及河流动力学,-,-,-,-,-
2020,南京水利科学研究院,水文水资源研究所,81501,水文学及水资源,-,-,-,-,-
2020,南京水利科学研究院,水文水资源研究所,81501,水文学及水资源,-,-,-,-,-
2020,南京水利科学研究院,水文水资源研究所,81501,水文学及水资源,-,-,-,-,-
2020,南京水利科学研究院,水文水资源研究所,81501,水文学及水资源,-,-,-,-,-
2020,中国人民解放军军事医学科学院,研究生部,95400,(专业学位)林业,-,-,-,-,-
2020,中国人民解放军军事医学科学院,研究生部,95300,(专业学位)风景园林,-,-,-,-,-
2020,中国农业科学院,南京农机化所,82801,农业机械化工程,264,37,37,56,56
2020,中国农业科学院,草原所,90900,草学,253,33,33,50,50
2020,中国农业科学院,南京农机化所,82801,农业机械化工程,264,37,37,56,56
2020,中国农业科学院,南京农机化所,82801,农业机械化工程,264,37,37,56,56
2020,中国人民解放军军事医学科学院,研究生部,95300,(专业学位)风景园林,-,-,-,-,-
2020,中国农业科学院,水科院,90800,水产,253,33,33,50,50
2020,中国农业科学院,草原所,71300,生态学,288,40,40,60,60
2020,中国人民解放军军事医学科学院,研究生部,95300,(专业学位)风景园林,-,-,-,-,-
2020,中国农业科学院,南京农机化所,120301,农业经济管理,345,49,49,74,74
2020,中国农业科学院,南京农机化所,82801,农业机械化工程,264,37,37,56,56
2020,中国农业科学院,家禽所,90501,动物遗传育种与繁殖,253,33,33,50,50
2020,中国农业科学院,草原所,90900,草学,253,33,33,50,50
2020,中国农业科学院,水科院,90800,水产,253,33,33,50,50
2020,中国农业科学院,食物营养所,120301,农业经济管理,345,49,49,74,74
2020,中国农业科学院,草原所,90900,草学,253,33,33,50,50
2020,中国农业科学院,兰州牧药所,95200,(专业学位)兽医,253,33,33,50,50
2020,中国农业科学院,兰州牧药所,95200,(专业学位)兽医,253,33,33,50,50
2020,中国农业科学院,兰州牧药所,90601,基础兽医学,253,33,33,50,50
2020,中国农业科学院,兰州牧药所,90601,基础兽医学,253,33,33,50,50
2020,中国农业科学院,兰州兽医所,90602,预防兽医学,253,33,33,50,50
2020,中国农业科学院,兰州兽医所,90602,预防兽医学,253,33,33,50,50
2020,中国农业科学院,兰州牧药所,90603,临床兽医学,253,33,33,50,50
2020,中国农业科学院,兰州兽医所,90602,预防兽医学,253,33,33,50,50
2020,中国农业科学院,兰州兽医所,95200,(专业学位)兽医,253,33,33,50,50
2020,中国农业科学院,兰州兽医所,95200,(专业学位)兽医,253,33,33,50,50
2020,中国农业科学院,兰州牧药所,90900,草学,253,33,33,50,50
2020,中国农业科学院,兰州牧药所,0906Z1,★中兽医学,253,33,33,50,50
2020,中国农业科学院,兰州兽医所,90602,预防兽医学,253,33,33,50,50
2020,中国农业科学院,兰州牧药所,90501,动物遗传育种与繁殖,253,33,33,50,50
2020,中国农业科学院,兰州兽医所,90602,预防兽医学,253,33,33,50,50
2020,中国农业科学院,哈尔滨兽医所,90601,基础兽医学,253,33,33,50,50
2020,中国农业科学院,哈尔滨兽医所,95200,(专业学位)兽医,253,33,33,50,50
2020,中国农业科学院,哈尔滨兽医所,90601,基础兽医学,253,33,33,50,50
2020,中国农业科学院,哈尔滨兽医所,90602,预防兽医学,253,33,33,50,50
2020,中国农业科学院,哈尔滨兽医所,90602,预防兽医学,253,33,33,50,50
2020,中国农业科学院,上海兽医所,95200,(专业学位)兽医,253,33,33,50,50
2020,中国农业科学院,哈尔滨兽医所,95200,(专业学位)兽医,253,33,33,50,50
2020,中国农业科学院,哈尔滨兽医所,90602,预防兽医学,253,33,33,50,50
2020,中国农业科学院,哈尔滨兽医所,90602,预防兽医学,253,33,33,50,50
2020,中国农业科学院,上海兽医所,0906Z2,★兽药学,253,33,33,50,50
2020,中国农业科学院,上海兽医所,0906Z1,★中兽医学,253,33,33,50,50
2020,中国农业科学院,上海兽医所,0906Z2,★兽药学,253,33,33,50,50
2020,中国农业科学院,上海兽医所,0906Z2,★兽药学,253,33,33,50,50
2020,中国农业科学院,上海兽医所,0906Z2,★兽药学,253,33,33,50,50
2020,中国农业科学院,上海兽医所,95200,(专业学位)兽医,253,33,33,50,50
2020,中国农业科学院,上海兽医所,90602,预防兽医学,253,33,33,50,50
2020,中国农业科学院,上海兽医所,90602,预防兽医学,253,33,33,50,50
2020,中国农业科学院,上海兽医所,90602,预防兽医学,253,33,33,50,50
2020,中国农业科学院,上海兽医所,90601,基础兽医学,253,33,33,50,50
2020,中国农业科学院,果树所,90201,果树学,253,33,33,50,50
2020,中国农业科学院,特产所,95200,(专业学位)兽医,253,33,33,50,50
2020,中国农业科学院,果树所,90201,果树学,253,33,33,50,50
2020,中国农业科学院,果树所,90201,果树学,253,33,33,50,50
2020,中国农业科学院,特产所,90705,野生动植物保护与利用,253,33,33,50,50
2020,中国农业科学院,特产所,90705,野生动植物保护与利用,253,33,33,50,50
2020,中国农业科学院,特产所,90705,野生动植物保护与利用,253,33,33,50,50
2020,中国农业科学院,特产所,95200,(专业学位)兽医,253,33,33,50,50
2020,中国农业科学院,特产所,90705,野生动植物保护与利用,253,33,33,50,50
2020,中国农业科学院,茶叶所,90203,茶学,253,33,33,50,50
2020,中国农业科学院,特产所,90602,预防兽医学,253,33,33,50,50
2020,中国农业科学院,茶叶所,90203,茶学,253,33,33,50,50
2020,中国农业科学院,沼气所,82803,农业生物环境与能源工程,264,37,37,56,56
2020,中国农业科学院,茶叶所,1203Z5,★产业经济,345,49,49,74,74
2020,中国农业科学院,特产所,90504,特种经济动物饲养,253,33,33,50,50
2020,中国农业科学院,特产所,90602,预防兽医学,253,33,33,50,50
2020,中国农业科学院,沼气所,83002,环境工程,264,37,37,56,56
2020,中国农业科学院,烟草所,83201,食品科学,264,37,37,56,56
2020,中国农业科学院,茶叶所,90203,茶学,253,33,33,50,50
2020,中国农业科学院,特产所,90504,特种经济动物饲养,253,33,33,50,50
2020,中国农业科学院,特产所,90201,果树学,253,33,33,50,50
2020,中国农业科学院,特产所,90504,特种经济动物饲养,253,33,33,50,50
2020,中国农业科学院,沼气所,83001,环境科学,264,37,37,56,56
2020,中国农业科学院,果树所,90201,果树学,253,33,33,50,50
2020,中国农业科学院,果树所,90201,果树学,253,33,33,50,50
2020,中国农业科学院,茶叶所,90203,茶学,253,33,33,50,50
2020,中国农业科学院,水稻所,71005,微生物学,288,40,40,60,60
2020,中国农业科学院,麻类所,90502,动物营养与饲料科学,253,33,33,50,50
2020,中国农业科学院,水稻所,83201,食品科学,264,37,37,56,56
2020,中国农业科学院,水稻所,71010,生物化学与分子生物学,288,40,40,60,60
2020,中国农业科学院,水稻所,71005,微生物学,288,40,40,60,60
2020,中国农业科学院,麻类所,90101,作物栽培学与耕作学,253,33,33,50,50
2020,中国农业科学院,麻类所,0901Z1,★作物种质资源学,253,33,33,50,50
2020,中国农业科学院,水稻所,71010,生物化学与分子生物学,288,40,40,60,60
2020,中国农业科学院,麻类所,90102,作物遗传育种,253,33,33,50,50
2020,中国农业科学院,麻类所,90102,作物遗传育种,253,33,33,50,50
2020,中国农业科学院,麻类所,0901Z1,★作物种质资源学,253,33,33,50,50
2020,中国农业科学院,水稻所,120301,农业经济管理,345,49,49,74,74
2020,中国农业科学院,麻类所,0901Z1,★作物种质资源学,253,33,33,50,50
2020,中国农业科学院,麻类所,90102,作物遗传育种,253,33,33,50,50
2020,中国农业科学院,麻类所,90101,作物栽培学与耕作学,253,33,33,50,50
2020,中国农业科学院,油料所,83201,食品科学,264,37,37,56,56
2020,中国农业科学院,油料所,83201,食品科学,264,37,37,56,56
2020,中国农业科学院,油料所,71010,生物化学与分子生物学,288,40,40,60,60
2020,中国农业科学院,棉花所,0901Z1,★作物种质资源学,253,33,33,50,50
2020,中国农业科学院,油料所,71005,微生物学,288,40,40,60,60
2020,中国农业科学院,棉花所,90401,植物病理学,253,33,33,50,50
2020,中国农业科学院,棉花所,90402,农业昆虫与害虫防治,253,33,33,50,50
2020,中国农业科学院,油料所,71010,生物化学与分子生物学,288,40,40,60,60
2020,中国农业科学院,油料所,83201,食品科学,264,37,37,56,56
2020,中国农业科学院,棉花所,90402,农业昆虫与害虫防治,253,33,33,50,50
2020,中国农业科学院,棉花所,90102,作物遗传育种,253,33,33,50,50
2020,中国农业科学院,棉花所,0901Z1,★作物种质资源学,253,33,33,50,50
2020,中国农业科学院,棉花所,90102,作物遗传育种,253,33,33,50,50
2020,中国农业科学院,棉花所,90102,作物遗传育种,253,33,33,50,50
2020,中国农业科学院,棉花所,90102,作物遗传育种,253,33,33,50,50
2020,中国农业科学院,棉花所,71010,生物化学与分子生物学,288,40,40,60,60
2020,中国农业科学院,棉花所,90101,作物栽培学与耕作学,253,33,33,50,50
2020,中国农业科学院,棉花所,90101,作物栽培学与耕作学,253,33,33,50,50
2020,中国农业科学院,郑州果树所,90402,农业昆虫与害虫防治,253,33,33,50,50
2020,中国农业科学院,郑州果树所,90202,蔬菜学,253,33,33,50,50
2020,中国农业科学院,郑州果树所,90401,植物病理学,253,33,33,50,50
2020,中国农业科学院,郑州果树所,90201,果树学,253,33,33,50,50
2020,中国农业科学院,郑州果树所,90201,果树学,253,33,33,50,50
2020,中国农业科学院,郑州果树所,83201,食品科学,264,37,37,56,56
2020,中国农业科学院,郑州果树所,90202,蔬菜学,253,33,33,50,50
2020,中国农业科学院,郑州果树所,83201,食品科学,264,37,37,56,56
2020,中国农业科学院,郑州果树所,90202,蔬菜学,253,33,33,50,50
2020,中国农业科学院,郑州果树所,90401,植物病理学,253,33,33,50,50
2020,中国农业科学院,郑州果树所,90201,果树学,253,33,33,50,50
2020,中国农业科学院,灌溉所,120100,管理科学与工程,345,49,49,74,74
2020,中国农业科学院,天津环保所,90302,植物营养学,253,33,33,50,50
2020,中国农业科学院,灌溉所,82802,农业水土工程,264,37,37,56,56
2020,中国农业科学院,灌溉所,82802,农业水土工程,264,37,37,56,56
2020,中国农业科学院,灌溉所,82802,农业水土工程,264,37,37,56,56
2020,中国农业科学院,天津环保所,83002,环境工程,264,37,37,56,56
2020,中国农业科学院,天津环保所,83002,环境工程,264,37,37,56,56
2020,中国农业科学院,灌溉所,82802,农业水土工程,264,37,37,56,56
2020,中国农业科学院,天津环保所,83001,环境科学,264,37,37,56,56
2020,中国农业科学院,蜜蜂所,90504,特种经济动物饲养,253,33,33,50,50
2020,中国农业科学院,蜜蜂所,90504,特种经济动物饲养,253,33,33,50,50
2020,中国农业科学院,蜜蜂所,83201,食品科学,264,37,37,56,56
2020,中国农业科学院,天津环保所,71300,生态学,288,40,40,60,60
2020,中国农业科学院,天津环保所,83001,环境科学,264,37,37,56,56
2020,中国农业科学院,蜜蜂所,90504,特种经济动物饲养,253,33,33,50,50
2020,中国农业科学院,蜜蜂所,90504,特种经济动物饲养,253,33,33,50,50
2020,中国农业科学院,农产品加工所,83201,食品科学,264,37,37,56,56
2020,中国农业科学院,农产品加工所,83203,农产品加工及贮藏工程,264,37,37,56,56
2020,中国农业科学院,农产品加工所,83203,农产品加工及贮藏工程,264,37,37,56,56
2020,中国农业科学院,农产品加工所,83202,粮食、油脂及植物蛋白工程,264,37,37,56,56
2020,中国农业科学院,农产品加工所,83202,粮食、油脂及植物蛋白工程,264,37,37,56,56
2020,中国农业科学院,农产品加工所,83201,食品科学,264,37,37,56,56
2020,中国农业科学院,农产品加工所,83202,粮食、油脂及植物蛋白工程,264,37,37,56,56
2020,中国农业科学院,蜜蜂所,83201,食品科学,264,37,37,56,56
2020,中国农业科学院,农产品加工所,83201,食品科学,264,37,37,56,56
2020,中国农业科学院,蜜蜂所,83201,食品科学,264,37,37,56,56
2020,中国农业科学院,农产品加工所,90401,植物病理学,253,33,33,50,50
2020,中国农业科学院,农产品加工所,120301,农业经济管理,345,49,49,74,74
2020,中国农业科学院,农产品加工所,83201,食品科学,264,37,37,56,56
2020,中国农业科学院,农产品加工所,83203,农产品加工及贮藏工程,264,37,37,56,56
2020,中国农业科学院,蜜蜂所,83201,食品科学,264,37,37,56,56
2020,中国农业科学院,畜牧兽医所,90502,动物营养与饲料科学,253,33,33,50,50
2020,中国农业科学院,畜牧兽医所,95200,(专业学位)兽医,253,33,33,50,50
2020,中国农业科学院,畜牧兽医所,90602,预防兽医学,253,33,33,50,50
2020,中国农业科学院,畜牧兽医所,90602,预防兽医学,253,33,33,50,50
2020,中国农业科学院,畜牧兽医所,90502,动物营养与饲料科学,253,33,33,50,50
2020,中国农业科学院,畜牧兽医所,90501,动物遗传育种与繁殖,253,33,33,50,50
2020,中国农业科学院,畜牧兽医所,90501,动物遗传育种与繁殖,253,33,33,50,50
2020,中国农业科学院,农产品加工所,71010,生物化学与分子生物学,288,40,40,60,60
2020,中国农业科学院,畜牧兽医所,90900,草学,253,33,33,50,50
2020,中国农业科学院,畜牧兽医所,95200,(专业学位)兽医,253,33,33,50,50
2020,中国农业科学院,畜牧兽医所,90502,动物营养与饲料科学,253,33,33,50,50
2020,中国农业科学院,畜牧兽医所,90501,动物遗传育种与繁殖,253,33,33,50,50
2020,中国农业科学院,畜牧兽医所,90900,草学,253,33,33,50,50
2020,中国农业科学院,畜牧兽医所,90501,动物遗传育种与繁殖,253,33,33,50,50
2020,中国农业科学院,畜牧兽医所,90602,预防兽医学,253,33,33,50,50
2020,中国农业科学院,植保所,0904Z1,★杂草学,253,33,33,50,50
2020,中国农业科学院,植保所,0904Z2,★入侵生物学,253,33,33,50,50
2020,中国农业科学院,植保所,0904Z4,★生物防治学,253,33,33,50,50
2020,中国农业科学院,畜牧兽医所,83201,食品科学,264,37,37,56,56
2020,中国农业科学院,植保所,90402,农业昆虫与害虫防治,253,33,33,50,50
2020,中国农业科学院,畜牧兽医所,83201,食品科学,264,37,37,56,56
2020,中国农业科学院,植保所,90402,农业昆虫与害虫防治,253,33,33,50,50
2020,中国农业科学院,植保所,90403,农药学,253,33,33,50,50
2020,中国农业科学院,植保所,90403,农药学,253,33,33,50,50
2020,中国农业科学院,植保所,90403,农药学,253,33,33,50,50
